"Word","AoA_test_min","LgSUBTLWF","Length","Conc.M","SemD","V.Mean.Sum","A.Mean.Sum","Interoceptive.mean","Head.mean","Mouth.mean"
"induce",10,1.919,6,2.34,1.82,5,3.17,2.071428571,1.95,1.9
"induction",10,1.58,9,2.62,1.53,5.32,4.09,1.294117647,1.666666667,1.142857143
"indulge",12,2.17,7,2.56,1.93,6.33,5.2,3.375,2.722222222,3.944444444
"indulgence",12,1.699,10,1.81,1.78,5.74,5.29,2.444444444,2.619047619,3.095238095
"indulgent",14,1.322,9,1.55,1.69,4.86,4.68,1.5625,3.1,2.45
"industrial",4,2.369,10,3,1.77,4.65,4.72,0.222222222,2.333333333,0.777777778
"industry",4,2.776,8,3.29,1.85,5.07,4.25,0.157894737,1.45,0.95
"ineffective",6,1.491,11,1.57,1.92,3.11,3.75,1.6875,1.555555556,1.444444444
"ineffectual",12,1.38,11,2.12,2.02,3.79,3.5,2.6,2.5,0.95
"inefficient",8,1.342,11,2,1.69,4.05,3.96,1.210526316,2.4,1.65
"inept",13,1.643,5,1.74,1.9,4.1,4.2,0.9375,3.705882353,2.235294118
"inertia",12,1.505,7,2.43,1.67,5.35,5.32,3.357142857,3,1.375
"inevitable",8,2.461,10,1.54,2.12,4.1,4.27,1.918918919,1.75,0.95
"inexpensive",6,1.58,11,2.22,1.7,7.63,4.74,0.25,2.714285714,1
"inexperienced",6,1.771,13,1.9,1.88,3.5,3.67,2,2.894736842,1.578947368
"inexplicable",13,1.591,12,1.21,1.82,4.55,5,0.95,2.842105263,0.894736842
"infallible",12,1.518,10,1.88,1.7,5.86,3.79,1.25,2.2,1.166666667
"infamous",12,2.061,8,1.76,1.86,4.86,4.32,0.555555556,2.473684211,1.052631579
"infant",6,2.334,6,4.93,1.43,6.65,4.1,0.470588235,1.789473684,0.894736842
"infantile",8,1.591,9,2.52,1.25,4.3,3.6,1.111111111,2.315789474,1.789473684
"infantry",6,2.161,8,4,0.95,3.7,4.05,0.611111111,2.210526316,1.157894737
"infatuation",12,1.643,11,2.24,1.51,5.74,5.77,3.368421053,3.05,1.65
"infect",6,1.799,6,2.88,1.04,2.84,4,2.095238095,1.777777778,2.222222222
"infection",4,2.65,9,4.1,1.12,2,4.95,3.176470588,2.857142857,2.380952381
"infectious",6,1.819,10,2.3,1.38,2.63,5.14,2.8,2.315789474,2.368421053
"infer",13,1.477,5,2.15,1.67,4.79,3.82,1.5,2.066666667,1.333333333
"inferior",8,2.196,8,1.7,1.92,3.43,4.55,2.368421053,2.470588235,1.235294118
"inferiority",10,1.613,11,1.93,1.48,3.09,3.47,2.722222222,3.047619048,1.238095238
"inferno",12,1.681,7,3.72,1.45,3.24,6.14,1.235294118,2.2,0.5
"infidelity",13,1.833,10,2.07,1.22,2.1,5.7,2.388888889,3,1.894736842
"infiltrate",10,1.935,10,2.71,1.51,4.41,5.13,0.357142857,3,1.611111111
"infinite",8,2.253,8,1.59,1.63,6.05,4.6,1.08,2.954545455,1.045454545
"infirmary",10,2.179,9,4.55,1.38,3.52,4.13,0.3,2.722222222,1.666666667
"inflammation",8,1.532,12,3.36,1.02,2.76,4.46,2.526315789,2.894736842,2.578947368
"inflammatory",14,1.518,12,2.6,0.91,3,4.67,2.666666667,2.263157895,2.789473684
"inflate",8,1.415,7,3.34,2.14,4.3,3.3,1,1.210526316,2.210526316
"inflation",8,1.732,9,2.54,1.38,2.91,4.5,1.157894737,1.736842105,0.947368421
"inflict",10,1.845,7,2.75,1.79,3.35,3.71,1.294117647,2.055555556,1.222222222
"influence",6,2.878,9,2.11,2.03,5.53,4.3,1.7,3.045454545,2.772727273
"influential",10,1.914,11,1.86,1.9,5.94,4.33,1.277777778,2.631578947,1.947368421
"influenza",10,1.415,9,3.79,1.48,2.86,4.91,4.212121212,3.4,3.5
"inform",6,2.81,6,2.25,1.96,5.18,3.33,1.222222222,2.35,3
"informal",8,1.94,8,2.22,1.78,5.05,3.24,0.75,2.1,1.55
"informant",10,2.33,9,3.27,1.39,4.5,4.3,0.323529412,2.684210526,3.157894737
"information",6,3.659,11,2.87,2,6.33,2.3,0.529411765,4.052631579,2.210526316
"informative",8,1.556,11,1.54,1.8,5.94,3.89,1.055555556,2.666666667,1
"informer",10,1.806,8,3.15,1.45,4.25,4.81,0.176470588,2.857142857,3.428571429
"infrared",10,2.193,8,3.34,0.9,4.39,4.41,0.117647059,1.714285714,0.047619048
"infrastructure",12,1.785,14,3.38,1.64,5.14,4.16,0.4375,3,0.684210526
"ingenious",6,2.037,9,1.89,1.89,5.61,5.45,1.888888889,3,1.444444444
"ingenuity",10,1.681,9,1.68,1.99,6.52,4.39,1.058823529,3.526315789,1.210526316
"ingredient",8,2.127,10,3.84,1.86,5.86,2.45,0.6,2.473684211,2.421052632
"inhabit",8,1.532,7,3.21,1.73,5.38,3.65,1.5,1.05,0.2
"inhabitant",8,0.954,10,3.32,1.84,5.11,3.57,0,2.473684211,0.578947368
"inhale",6,2.083,6,3.84,1.42,5.36,4.43,3.588235294,2.35,4.75
"inherent",14,1.491,8,1.64,1.94,5.95,3.71,0.733333333,3,1.5
"inherit",6,2.26,7,2.04,1.72,7.11,4.35,0.894736842,1.523809524,0.714285714
"inheritance",8,2.212,11,3.1,1.56,6.8,5,0.631578947,2.333333333,0.857142857
"inhibition",12,1.362,10,1.93,1.19,3.95,4.29,2.666666667,2.111111111,1
"inhospitable",8,1.342,12,1.92,1.55,2.65,4.36,1.444444444,2.470588235,1.588235294
"inhuman",6,1.964,7,2.14,1.54,3.18,5.24,1.666666667,2.55,1.3
"inhumane",8,1.38,8,2.11,1.54,3.1,5.43,2.157894737,2.333333333,1.333333333
"initial",6,2.513,7,3.03,2.11,5.38,4.09,0.555555556,1.368421053,0.473684211
"initiate",10,2.233,8,2.71,2.03,6.1,3.52,1.090909091,2.714285714,2.238095238
"initiation",8,1.839,10,2.17,1.61,5.09,4.29,0.6875,2.05,1.35
"initiative",10,2.149,10,2.03,1.92,6.68,4.09,1.736842105,3.421052632,2.263157895
"inject",8,2.093,6,4.28,1.79,3.32,4.14,2,1.318181818,0.636363636
"injection",6,2.326,9,3.86,1.65,2.89,5.67,2.181818182,1.8,0.6
"injunction",10,1.826,10,2.41,1.35,4.18,4.26,0.6875,1.777777778,0.833333333
"injure",4,1.716,6,3.48,1.42,3.74,5.9,3.388888889,2.263157895,2.052631579
"injury",4,2.717,6,4,1.5,2.32,5.56,3.444444444,3,2.318181818
"injustice",6,2.215,9,1.4,1.75,2.45,6.45,1.631578947,2.631578947,1.736842105
"ink",2,2.583,3,4.56,1.5,5.65,3.73,0.111111111,1.85,0.4
"inkling",10,1.556,7,2.25,1.83,5.63,3.9,2.785714286,2.411764706,0.764705882
"inlet",4,1.38,5,4.08,1.18,5.57,2.75,0.0625,1.470588235,0.529411765
"inmate",8,2.14,6,4.19,1.04,2.67,4.73,0.294117647,2.473684211,1.789473684
"inn",2,2.632,3,4.64,1.53,5.71,3.26,1.294117647,1.909090909,0.818181818
"innate",14,1.602,6,1.73,1.49,5.14,2.95,2.571428571,2.277777778,0.888888889
"inner",6,2.706,5,2.86,1.71,5.11,3.5,1.388888889,0.904761905,0.619047619
"innermost",6,1.58,9,1.93,1.78,5.25,3.57,2.555555556,2.263157895,0.894736842
"innocence",6,2.528,9,1.89,1.71,6.73,3.65,1.647058824,2.857142857,1.523809524
"innocent",4,3.444,8,1.54,1.79,6.55,4.4,1.875,2.333333333,1.333333333
"innocuous",14,1.398,9,2.08,1.94,5.28,3.7,1.066666667,3.333333333,2.466666667
"innovation",14,1.544,10,1.97,1.61,6.95,6.42,1.055555556,2.95,1.15
"innuendo",12,1.672,8,1.88,1.55,4.65,4.68,0.8,2.833333333,2.833333333
"input",8,2.185,5,2.5,1.42,5.05,3,1.055555556,3.333333333,2.833333333
"inquire",8,1.94,7,2.38,1.64,5.32,3.73,1.117647059,2.3,2.8
"inquiry",8,2.253,7,2.7,1.69,5.09,3.67,0.55,2.5,2.05
"inquisitive",8,1.716,11,1.83,1.8,6,5.33,2.1,3.111111111,2.611111111
"inquisitor",12,1.38,10,3.21,0.9,4,5.14,0.647058824,3.117647059,2.529411765
"insane",4,3.295,6,1.77,1.68,2.55,5.14,2.722222222,3.95,1.5
"insanity",8,2.593,8,2.34,1.52,2.7,7.79,2.222222222,3.55,1.35
"insatiable",12,1.708,10,1.81,1.75,4.26,5.48,2.1875,2.117647059,3.352941176
"inscription",8,1.944,11,4.15,1.38,6.14,4.85,0.176470588,2.176470588,0.294117647
"inscrutable",13,1.398,11,1.74,1.59,4.1,4.33,0.833333333,3.466666667,0.8
"insect",2,2.209,6,4.89,1.21,4.43,4.67,0.368421053,2.55,1.5
"insecticide",4,1.447,11,4.44,0.9,3.86,5.09,0.6,2.277777778,1.5
"insecure",4,2.318,8,1.84,1.79,2.3,4.57,3.95,3,1.55
"insensitive",8,2.283,11,1.66,1.99,3.55,4.32,2.722222222,3.105263158,2.947368421
"inseparable",6,1.716,11,3.03,1.7,5.67,4.32,1.722222222,2.882352941,1.529411765
"insert",6,2.152,6,2.57,1.63,5.1,3.68,1.055555556,1.227272727,1.272727273
"insertion",8,1.518,9,2.56,1.6,4.47,5.05,2.85,2.05,2.15
"insider",8,1.568,7,3.07,1.34,4.5,4.39,1.222222222,2.028571429,1.057142857
"insidious",12,1.663,9,1.72,1.86,3.55,4.68,1.851851852,1.789473684,1.315789474
"insight",10,2.158,7,1.72,1.9,6.76,3.96,2.176470588,3.263157895,1.315789474
"insignia",8,1.623,8,4.27,1.43,5.57,2.83,0.888888889,1.904761905,0.428571429
"insignificant",8,2.13,13,1.9,2.12,3.64,3.7,1.647058824,2.105263158,1.052631579
"insist",4,2.959,6,2.14,2.06,4.42,4.55,0.944444444,3.15,3.3
"insistence",12,1.342,10,2.25,1.96,5,5.63,2.411764706,2.444444444,2.722222222
"insistent",8,1.643,9,1.72,1.84,4.75,3.91,1.411764706,2.15,2.05
"insolence",10,1.663,9,1.8,1.52,3.5,3.83,1.857142857,2.235294118,2.352941176
"insomnia",8,1.949,8,2.68,1.12,2.67,4.91,3.947368421,3.75,1.05
"inspect",4,2.117,7,3.31,1.95,5.26,4.05,0.473684211,4,0.526315789
"inspection",2,2.479,10,3.12,1.88,4.32,4.05,0.421052632,3.722222222,1.277777778
"inspector",6,3.051,9,4.62,1.42,4.33,3.61,0.405405405,2.575757576,0.848484848
"inspiration",6,2.56,11,2.18,1.87,6.53,4.77,3.05,3.789473684,2.157894737
"inspire",8,2.299,7,1.74,1.95,7.42,5.9,3.588235294,2.833333333,2.222222222
"install",6,2.143,7,3.19,1.53,5.95,3.72,0.125,2.869565217,0.391304348
"installation",10,1.863,12,3.71,1.56,5.06,3.42,0.235294118,1.789473684,0.736842105
"instant",4,2.741,7,2.7,1.86,5.84,4.33,1.388888889,2.2,1.75
"instantaneous",8,1.505,13,2.28,1.59,5.16,4.72,1.5,3.35,1.8
"instinct",8,2.592,8,2,1.78,5.67,4.44,3.823529412,3.80952381,1.095238095
"instinctive",12,1.342,11,1.56,1.63,5.81,4.04,3.085714286,3.390243902,1.219512195
"institute",6,2.223,9,3.41,1.77,4.95,3.5,0.095238095,2.210526316,1.315789474
"institution",6,2.599,11,3.33,1.54,4,4.09,0.380952381,2.15,0.4
"instruct",6,1.935,8,2.48,1.94,5.81,4.25,0.411764706,3.222222222,3.444444444
"instruction",6,2.017,11,3.37,1.66,5.22,2.62,0.529411765,3.619047619,3.571428571
"instructive",8,1.362,11,1.74,1.91,6.26,4.05,0.761904762,3.272727273,3.136363636
"instructor",4,2.382,10,4.26,1.37,6.15,5.05,0.45,3.388888889,2
"instrument",4,2.617,10,4.27,1.7,6.68,3.88,0.5,1.909090909,1.590909091
"instrumental",6,1.898,12,2.89,1.61,6.76,3.92,0.705882353,3.6,1.8
"insufficient",8,1.74,12,1.75,2.11,3.24,3.57,1.789473684,3.368421053,1.684210526
"insulation",4,1.716,10,4.33,1.22,5.37,3.71,0.578947368,1.894736842,0.157894737
"insulin",10,2.033,7,4.37,0.72,4.52,4.92,2.105263158,1.333333333,0.555555556
"insult",4,2.806,6,2.79,1.8,2.62,5.3,1.647058824,3.043478261,3.652173913
"insurance",4,3.291,9,2.86,1.51,3.76,3.8,0.933333333,2.333333333,0.833333333
"insure",6,1.74,6,2.41,1.11,5.67,3.76,0.411764706,2.3,2
"intact",12,2.512,6,2.64,2,6,3.18,0.3125,2.631578947,1.052631579
"intake",4,1.826,6,3.34,1.39,5.53,4,1.833333333,1.75,3.35
"intangible",12,1.447,10,1.3,1.68,5.7,3.19,0.833333333,2.19047619,0.380952381
"integral",13,1.58,8,2.03,1.97,5.19,3.65,0.461538462,1.473684211,0.684210526
"integrate",8,1.613,9,2.08,1.54,5.78,3.37,1.19047619,3.05,1.25
"integration",6,1.532,11,1.89,1.64,5.29,4.38,0.5,1.777777778,0.888888889
"integrity",10,2.566,9,1.44,1.93,6.11,3.36,2.117647059,3.55,1.6
"intellect",8,2.041,9,2.36,1.58,6.62,4.41,1.789473684,4.35,1.25
"intellectual",10,2.371,12,1.81,1.66,7.65,4.53,1.444444444,4.047619048,1.238095238
"intelligence",6,2.993,12,2.24,1.72,7.65,6.32,1.7,4.05,1.8
"intelligent",6,2.839,11,2.46,1.88,7.6,5.67,2,4.619047619,2.095238095
"intend",4,3.073,6,1.71,1.92,5.75,3.39,1.105263158,2.75,1.5
"intense",10,2.717,7,2.41,2,5.65,6.6,3.722222222,2.6,2.1
"intensity",8,2.107,9,2.14,1.81,5.19,7.05,2.15,3.8,2.55
"intensive",10,2.053,9,2.33,1.87,4.25,4.38,2.294117647,3,1.941176471
"intent",12,2.458,6,1.52,1.91,5.86,4.32,2.375,3.421052632,1.578947368
"intention",6,2.748,9,1.7,2.06,5.58,3.91,1.352941176,2.9,1.7
"intentional",6,1.881,11,2.1,1.48,5.37,3.89,1.058823529,3,1.952380952
"interaction",13,1.785,11,2.74,1.6,5.62,4.35,1.222222222,3.05,2.95
"intercept",8,2.334,9,3.18,1.65,4.64,4.59,0.421052632,2.176470588,1.470588235
"interchangeable",8,1.322,15,2.03,1.82,5.37,3.77,0.75,2.631578947,1
"intercom",6,2.033,8,4.67,1.43,5.26,2.86,0.1875,2.222222222,2.833333333
"intercourse",8,2.288,11,3.93,0.91,7.22,6.5,4.473684211,3.3,2.8
"interest",4,3.415,8,1.8,2.13,6.66,4.36,2.210526316,3.8,1.85
"interested",2,3.641,10,2.19,2.07,6.83,4.45,3.055555556,3.15,1.3
"interesting",2,3.646,11,1.6,2.09,6.78,5.1,3.222222222,3.4,1.4
"interfere",2,2.688,9,2.59,2.06,3.94,4.33,1.166666667,2.4,2
"interference",4,2.377,12,2.93,2.01,4.71,3.84,0.941176471,2.588235294,1.764705882
"interim",13,1.556,7,2.5,1.59,4.68,3.68,0.529411765,2.352941176,0.941176471
"interior",6,2.428,8,3.59,1.67,5.79,3.86,0.487179487,3,0.421052632
"interlude",8,1.362,9,2.04,1.83,5.47,3.96,0.764705882,3.368421053,1
"intermediate",8,1.38,12,1.93,1.94,5.05,3.28,0.578947368,1.095238095,0.476190476
"intermittent",12,1.462,12,2.61,1.89,4.65,3.6,0.684210526,2.368421053,0.842105263
"internal",8,2.702,8,2.41,2.01,5.18,3.67,2.6875,1.666666667,0.857142857
"international",8,2.861,13,2.82,1.95,5.65,3.95,0.555555556,1.95,1.75
"interpret",8,2.1,9,2.34,1.83,5.2,4.43,1.263157895,2.85,1.75
"interpretation",8,2.117,14,1.4,1.78,5.6,4.21,2.058823529,3.428571429,1.761904762
"interpreter",8,1.964,11,3.67,1.54,5.8,3.14,0.333333333,3.142857143,3.095238095
"interrogate",8,1.996,11,2.48,1.61,2.76,4.8,0.947368421,2.6,3.8
"interrogation",8,2.462,13,3.33,1.49,2.21,5.41,1.388888889,3.0625,3.875
"interrupt",6,2.981,9,3,1.73,3.26,4.36,2.176470588,1.473684211,3.105263158
"interruption",6,1.987,12,2.75,1.27,3.81,3.88,1.333333333,3.047619048,2
"intersection",6,2.068,12,4.14,1.46,4.58,4.45,0.529411765,2.428571429,0.380952381
"interstate",12,2.045,10,3.93,1.34,5,4.38,0.142857143,2.294117647,0.588235294
"interstellar",10,1.532,12,2.63,0.85,5.95,4.95,0.5625,2,0.777777778
"interval",8,1.663,8,2.57,1.59,5.05,3.43,0.9375,2.833333333,1.333333333
"intervene",8,1.863,9,2.57,1.83,5.21,4.48,0.4,0.952380952,1.571428571
"intervention",10,2.272,12,2.85,1.82,4.14,4.74,1.176470588,2.631578947,2
"interview",6,3.178,9,3.36,1.68,4.68,6.35,1.095238095,3.631578947,3.368421053
"intestinal",8,1.518,10,3.82,0.89,3.3,3.82,3.125,1.238095238,0.095238095
"intestine",12,1.724,9,4.55,0.9,3.37,4.5,2.55,0.947368421,1
"intimacy",10,2.225,8,1.96,1.5,7,6,3.058823529,3.05,3.15
"intimate",10,2.551,8,2.07,1.82,7.22,6.02,2.96,3.545454545,3.545454545
"intimidate",10,1.944,10,1.75,1.8,2.84,5.27,2.333333333,2.95,3.15
"intolerable",8,1.845,11,1.93,1.86,3.14,5.41,2.416666667,3.2,1.6
"intolerance",10,1.544,11,2,1.48,2.95,5.35,1.315789474,3,1.736842105
"intolerant",10,1.653,10,2.14,1.7,3.43,4.05,1.787878788,3.1,1.366666667
"intravenous",12,1.518,11,3.19,0.93,4.29,4.09,3.25,1.470588235,0.352941176
"intrepid",14,1.505,8,1.93,1.73,5.37,3.95,2.4,3,1.1875
"intricate",10,1.732,9,2.36,1.87,5.11,4.48,0.882352941,3.176470588,1.588235294
"intrigue",8,1.892,8,2,1.76,6.05,5.18,1.8,3.210526316,1.736842105
"introduce",2,3.248,9,2.62,2.11,5.91,4.55,0.529411765,1.5,3.3
"introduction",4,2.34,12,3,2.09,5.81,3.9,0.235294118,2.142857143,3.714285714
"intrude",6,2.114,7,2.81,1.9,3.1,5.2,0.882352941,1.947368421,2.052631579
"intruder",6,2.272,8,4.14,1.63,2.46,5.66,0.647058824,2.952380952,1.857142857
"intrusion",8,2.107,9,2.25,1.93,3.37,4.9,1.555555556,2.684210526,1.526315789
"intrusive",12,1.505,9,1.42,1.88,3.05,5.77,1.8125,1.95,1.05
"intuition",10,2.245,9,1.67,1.63,6.42,4.81,3.837837838,3.611111111,0.611111111
"intuitive",13,1.74,9,1.23,1.58,6,4.28,2.705882353,3.80952381,1.095238095
"invade",6,2.196,6,3.28,1.71,3.32,6,1,2.571428571,1.428571429
"invader",6,1.462,7,4.11,1.69,2.23,5.67,1.611111111,1.944444444,0.833333333
"invalid",8,1.949,7,2.48,1.61,3.52,3.7,1.65,1.444444444,0.888888889
"invaluable",12,1.826,10,2.18,1.92,5.6,5.21,0.9375,1.714285714,0.761904762
"invasion",4,2.639,8,3.65,1.67,2.45,6.59,1.666666667,2.315789474,0.736842105
"invent",2,2.373,6,2.66,1.84,6.64,6.16,0.96875,3.333333333,1.151515152
"invention",4,2.493,9,3.48,1.75,6.4,4.24,0.764705882,2.631578947,0.684210526
"inventive",6,1.672,9,1.96,1.79,6.29,4.22,0.95,3.75,1.55
"inventor",2,2.072,8,3.82,1.49,6.21,4.62,0.5,2.315789474,1.105263158
"inventory",10,2.378,9,3.74,1.75,4.95,3.58,0.05,2.166666667,0.722222222
"invest",4,2.384,6,2.47,1.62,6.16,3.95,0.421052632,3.277777778,1.333333333
"investigate",6,2.685,11,2.27,1.91,5.68,4.09,1.277777778,3.238095238,1.857142857
"investigation",6,3.174,13,2.52,1.79,4.36,5.7,0.85,2.476190476,1.19047619
"investigator",4,2.494,12,4.37,1.47,4.95,4.35,0.578947368,3.2,1.8
"investment",6,2.697,10,3.59,1.62,5.14,4.73,0.368421053,3.2,1.7
"investor",6,1.819,8,4.3,1.06,5.42,3.39,0.473684211,3.052631579,1.526315789
"invincible",12,2.19,10,1.86,1.8,6.32,5.3,2.833333333,2.105263158,0.842105263
"invisible",4,2.8,9,2.83,1.85,5,3.95,1,1.789473684,0.421052632
"invitation",4,2.881,10,3.65,1.95,7.05,4.94,0.625,2,2.210526316
"invite",2,3.179,6,3,1.95,5.68,5.1,0.571428571,1.714285714,2.285714286
"invoice",10,1.732,7,4.37,1.13,4.6,3.68,0,3,1.15
"invoke",12,1.716,6,1.64,1.73,5.05,4.85,2,2.55,3.25
"involuntary",8,1.724,11,1.7,1.64,4.05,3.75,2.833333333,2.19047619,1.80952381
"involve",4,2.52,7,2.43,2.07,5.44,3.6,0.590909091,2.666666667,2.285714286
"iodine",6,1.813,6,4.41,1.28,4.9,4.21,0.421052632,2.263157895,1.421052632
"ion",10,1.322,3,3,1.22,5.1,4.19,0.266666667,1.315789474,0.578947368
"irate",12,1.505,5,2.36,1.85,2.9,4.71,2.333333333,3.368421053,3.315789474
"iris",6,2.433,4,4.54,1.34,6.85,4.2,0,3.428571429,0.333333333
"iron",2,2.962,4,4.59,1.74,5.03,3.24,0.157894737,1.952380952,0.80952381
"irony",10,2.369,5,1.59,1.76,5.19,4.09,1.421052632,2.2,1.6
"irrational",10,2.176,10,1.79,1.66,3.5,5.12,2.05,2.6,1.1
"irregular",6,2.114,9,2.43,1.96,4.05,4.86,1.764705882,1.315789474,0.631578947
"irrelevant",12,2.42,10,1.5,1.99,3.35,3.71,1.111111111,2.2,1.45
"irreparable",12,1.544,11,2.22,1.69,4.05,5.05,1.173913043,2.473684211,1.052631579
"irreplaceable",8,1.643,13,1.67,1.96,5.59,4.62,1.5,2.368421053,0.842105263
"irresistible",6,2.22,12,2,1.88,6.58,5.71,3.382352941,2.947368421,1.631578947
"irresponsible",6,2.377,13,2.04,1.91,2.5,5,1.3,2.526315789,1.052631579
"irreversible",12,1.623,12,2.14,1.93,3.61,4.09,1.533333333,1.611111111,0.666666667
"irrigation",6,1.643,10,4,1.31,3.82,4.65,0.111111111,1.55,0.6
"irritable",6,1.875,9,2.15,1.44,2.85,6.37,3.777777778,3.5,2.6
"irritate",6,1.69,8,2.43,1.65,3.19,5.85,2.555555556,3.222222222,2.777777778
"irritation",6,1.518,10,2.57,1.63,3.38,5.5,3.411764706,2.555555556,2.166666667
"island",2,3.305,6,4.96,1.56,7.18,4.25,0.444444444,2.25,0.4
"isle",6,1.799,4,3.89,1.67,6.05,3.24,0.222222222,1.789473684,0.631578947
"isolate",8,2.17,7,2.67,1.99,4.35,4.6,1.526315789,2.1,1.2
"isolation",6,2.201,9,2.54,2.01,3.77,3,2.333333333,2.55,0.65
"isotope",10,1.415,7,3.5,1.05,5.35,2.73,0,1.785714286,0.285714286
"issue",6,3.241,5,2.37,2.07,3.95,4.55,1,3.25,1.8
"itch",2,2.33,4,3.15,1.64,3.11,5,4.238095238,2.5,1.05
"itchy",4,2.068,5,3.21,1.32,2.53,4.9,4.25,3.35,1.8
"item",6,2.799,4,4.41,1.77,5.29,2.9,0.526315789,2.25,0.95
"itinerary",12,1.935,9,3.93,1.35,6.1,3.27,0.24137931,3.25,1.09375
"ivory",4,1.857,5,4.76,1.53,5.2,2.33,0,3.2,0.5
"jab",6,2.236,3,4.11,1.34,3.81,4.85,1.764705882,1.55,1
"jacket",2,3.232,6,4.86,1.43,5.86,3.35,0.941176471,1.7,0.2
"jackpot",2,2.279,7,3.41,1.37,7.1,5.62,2.048780488,1.722222222,0.388888889
"jade",8,2.415,4,4.38,1.3,6.25,3.43,0.1875,2.1875,0.625
"jaded",12,1.613,5,2.07,1.79,3.62,3.79,2.555555556,3.058823529,1.235294118
"jagged",4,1.477,6,3.74,1.45,3.95,6.05,0.529411765,2.318181818,0.636363636
"jaguar",4,2.086,6,4.9,1.32,5.63,5.55,0.375,2.333333333,0.722222222
"jail",2,3.557,4,4.83,1.34,1.91,4.47,0.736842105,2.578947368,1.421052632
"jam",2,2.84,3,4.71,1.6,5.81,3.95,0.526315789,2,2.285714286
"jar",2,2.628,3,5,1.55,5.71,2.77,0,1.619047619,0.380952381
"jargon",12,1.505,6,2.07,1.83,4.85,3.95,0.266666667,2.777777778,2.888888889
"jasmine",13,2.446,7,4.55,1.27,6.74,3.7,0.333333333,2.35,0.85
"javelin",8,1.398,7,4.9,1.09,5.24,3.89,0.157894737,1.952380952,0.476190476
"jaw",2,2.562,3,4.87,1.48,4.41,4.09,1.8,1.894736842,4.578947368
"jaws",2,2.127,4,4.46,1.31,4.42,5.91,0.722222222,0.8,4.1
"jazz",4,2.785,4,3.9,1.19,6.57,6.05,1,3.695652174,1.956521739
"jealous",4,3.291,7,2.17,1.54,2.38,5.9,3.318181818,3.2,1.55
"jealousy",4,2.468,8,1.8,1.53,2.58,5.45,3.722222222,3.15,1.45
"jean",4,2.957,4,4.69,1.52,6.05,2.41,0.210526316,0.761904762,0.19047619
"jeans",2,2.529,5,5,1.37,5.47,3.95,0.611111111,1.473684211,0.210526316
"jeep",2,2.72,4,4.8,1.21,5.53,4.05,0.444444444,2.375,0.3125
"jelly",2,2.561,5,4.93,1.61,5.9,3.63,0.555555556,1.6,3.55
"jellyfish",2,1.875,9,4.93,0.96,4.9,3.73,0.421052632,2.157894737,0.526315789
"jeopardize",6,2.17,10,1.74,1.78,3.1,6.15,1.1,2.9,1.8
"jeopardy",10,2.245,8,1.93,1.92,3.84,4.23,1.470588235,1.888888889,0.944444444
"jerk",2,3.228,4,3.26,1.57,2.43,6.45,1.135135135,3.263157895,1.947368421
"jerky",4,2.068,5,3.74,1.57,4.74,4,1.352941176,1.7,2.65
"jest",8,1.839,4,2.15,1.42,6.2,4.21,1.368421053,2.6,2.666666667
"jester",6,2.072,6,4.64,1.55,4.53,4.75,0.529411765,2.388888889,1.5
"jet",2,2.858,3,4.77,1.62,6.74,5.26,0.277777778,2.5,0.5
"jewel",2,2.568,5,4.96,1.79,6.68,3.83,0.421052632,2.7,0.25
"jig",4,1.944,3,3.85,1.39,4.95,4.95,0.866666667,1.611111111,0.444444444
"jigsaw",4,1.982,6,4.78,1.87,5.05,4,0.294117647,3.105263158,0.315789474
"jihad",14,1.602,5,2.73,0.76,2.32,5.35,0.6875,2.722222222,1.444444444
"jingle",4,2.413,6,3.7,1.66,5.16,4.33,0.263157895,2.85,1.1
"jittery",4,1.342,7,3.17,1.85,3.35,4.89,3.733333333,2.2,1.2
"job",2,4.324,3,3.19,1.9,5.64,4,0.666666667,3.285714286,2.80952381
"jockey",4,2.394,6,4.59,0.84,4.95,4.84,0.176470588,2.684210526,0.894736842
"jog",6,2.093,3,3.63,1.07,5.81,3.43,2.210526316,1.6,1.05
"join",2,3.629,4,2.86,2.1,5.83,3.9,1.444444444,1.736842105,1.315789474
"joint",4,3.148,5,4.37,2,5.32,4.5,2.777777778,1.8,1.25
"joke",2,3.571,4,2.9,1.71,7.88,5.73,1.315789474,3.842105263,3.789473684
"joker",4,2.369,5,3.93,1.79,5.67,4.21,0.842105263,1.428571429,1.619047619
"jolly",2,2.583,5,2.34,1.7,7.47,5.95,2.466666667,2.823529412,1.705882353
"jolt",6,1.851,4,3.41,1.58,4.43,6.63,2.85,1.777777778,0.777777778
"jot",12,1.58,3,3.3,1.62,4.79,4,0.3125,1.722222222,0.277777778
"journal",4,2.657,7,4.63,1.61,5.91,3.23,0.15,2.55,0.7
"journalism",6,2.292,10,2.37,1.39,4.95,4.22,0.625,3.277777778,1.611111111
"journalist",6,2.494,10,4.04,1.67,5.3,3.86,0.315789474,3.473684211,2.526315789
"journey",2,3.008,7,2.57,1.72,6.65,4.89,2.166666667,3.333333333,1.476190476
"joy",2,3.163,3,2.37,1.69,8.21,5.55,4.210526316,2.842105263,2.631578947
"joyful",2,1.887,6,2.12,1.51,8.21,5.53,3.823529412,3.210526316,2.105263158
"joyous",6,1.845,6,2.19,1.71,7.45,6.62,3.058823529,2.857142857,2.095238095
